8351,'Evidence surfaces of Vatican funding caravans targeting America with cash.',FALSE,http://www.politifact.com/facebook-fact-checks/statements/2018/nov/30/puppetstringnewscom/no-there-no-evidence-vatican-funding-migrant-carav/,10.307838,1
21636,"A student in Russia named Valentin Mikhaylin needs your financial assistance to heat his apartment, buy food, and provide medical care for his ailing mother.",OTHER,https://www.snopes.com/fact-check/valentins-appeal/,10.143042,1
13003,"Says '2,267 caravan invaders have tuberculosis, HIV, chickenpox and other health issues'",MIXTURE,http://www.politifact.com/facebook-fact-checks/statements/2018/dec/04/puppetstringnewscom/misleading-headline-claims-thousands-caravan-migra/,9.122156,1
10401,"'Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead'",FALSE,http://www.politifact.com/truth-o-meter/statements/2018/feb/14/puppetstringnewscom/fake-news-claims-two-russian-officials-dead-plane-/,8.992852,1
32886,Violinist Itzhak Perlman once finished a concert on an instrument with only three strings after one string broke.,FALSE,https://www.snopes.com/fact-check/three-strings-and-youre-outre/,8.938477,1
13325,"'Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million.'",MIXTURE,http://www.politifact.com/truth-o-meter/statements/2018/aug/23/west-virginia-republican-party/west-virginia-gop-largely-accurate-about-food-stam/,8.755393,1
17259,"'Two million federal workers negotiate zippo, zero. There is no collective bargaining for federal employees.'",MIXTURE,http://www.politifact.com/ohio/statements/2011/may/10/john-kasich/gov-john-kasich-says-federal-workers-have-zippo-ze/,8.755393,1
18440,'Two million more Latinos are in poverty today than when President Obama took his oath of office less than eight years ago.',MIXTURE,http://www.politifact.com/truth-o-meter/statements/2016/jul/22/donald-trump/donald-trump-says-latino-poverty-has-grown-under-o/,8.755393,1
7636,"'Two million new jobs have been created,' in California since 2011.",TRUE,http://www.politifact.com/california/statements/2016/jan/25/jerry-brown/brown-speaks-truth-about-californias-job-growth/,8.755393,1
32484,Photograph shows lava that came gushing out of geysers at Yellowstone National Park following a string of nearby earthquakes.,FALSE,https://www.snopes.com/fact-check/yellowstone-lava-geyser/,8.7327585,1
9866,'Clinton campaign official arrested by FBI on child rape/trafficking charges',FALSE,http://www.politifact.com/punditfact/statements/2018/jul/02/blog-posting/websites-wrongly-claim-man-arrested-child-sex-char/,8.510331,1
28950,"The kidnapping, string of murders, and wood chipper incident portrayed in the film 'Fargo' actually took place in Minnesota in 1987.",FALSE,https://www.snopes.com/fact-check/fargo/,8.348482,1
27236,The 7-10 split is the toughest split in bowling.,FALSE,https://www.snopes.com/fact-check/science-reveals-toughest-splits-bowling/,8.163246,1
30238,Publishing 'copy and paste' and 'don't share' status messages on Facebook leave users vulnerable to hacking.,FALSE,https://www.snopes.com/fact-check/facebook-copy-and-paste-dont-share-hackers/,8.007042,1
30213,The color change displayed by a mixture of Drano and urine from a pregnant woman will predict the sex of the unborn child.,FALSE,https://www.snopes.com/fact-check/drano-test/,7.876404,1
22000,A cryptic blog called 'Two Droplets' told the story of the catastrophic effect of two droplets of drain cleaner on a family's life.,OTHER,https://www.snopes.com/fact-check/two-droplets/,7.859935,1
30554,Venomous 'two-striped telamonia' spiders are lurking beneath toilet seats in public restrooms.,FALSE,https://www.snopes.com/fact-check/two-striped-telamonia-spider/,7.5956287,1
13028,"'Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.'",MIXTURE,http://www.politifact.com/new-jersey/statements/2013/mar/03/chris-christie/chris-christie-says-private-sector-jobs-growing-ne/,7.5956287,1
27981,“Let me put in my two cents” gained its linguistic origin thanks to the game of poker.,FALSE,https://www.snopes.com/fact-check/two-cents-and-sensibility/,7.5956287,1
23529,"Glurge says, “Think before you judge.”",OTHER,https://www.snopes.com/fact-check/two-tough-to-glurge/,7.4261045,1
33439,Driver who stops to pick up two hitchhikers — one dangerous-looking and the other wholesome in appearance — learns about judging books by their covers.,FALSE,https://www.snopes.com/fact-check/by-look-or-crook/,7.4261045,1
28482,"An Antifa group in Melbourne, Australia claimed responsibility for the September 2017 Las Vegas massacre.",FALSE,https://www.snopes.com/fact-check/did-melbourne-antifa-claim-responsibility-for-the-vegas-massacre/,7.330372,1
33544,A photograph shows a protest sign reading 'stop killing aligators to make Gatoraid' [sic].,FALSE,https://www.snopes.com/fact-check/stop-killing-alligators-gatorade/,7.299064,1
14558,'Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.',MIXTURE,http://www.politifact.com/punditfact/statements/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/,7.246642,1
7030,"Says former president Jimmy Carter said, 'Medical marijuana cured my cancer.'",FALSE,http://www.politifact.com/punditfact/statements/2017/mar/06/blog-posting/bogus-claim-jimmy-carter-credits-marijuana-curing-/,7.233367,1
31874,A porn video retailer runs a clever scam by sending customers embarrassingly uncashable refund checks.,FALSE,https://www.snopes.com/fact-check/checks-in-the-male/,7.172231,1
18625,'I never was in favor of shutting down the government. … (I) voted to fund the government fully.',MIXTURE,http://www.politifact.com/truth-o-meter/statements/2013/oct/23/marco-rubio/marco-rubio-says-he-never-favored-government-shutd/,7.1087875,1
