28732,‘Dear Abby’ letter details unusual test posed to young man by his fiancée’s parents.,9.387931,FALSE,https://www.snopes.com/fact-check/rubber-bawl/,0
30619,A medical school instructor lectures the class on the importance of taste as a diagnostic tool and demonstrates his point by conducting a diabetes test which involves dipping his finger into a flask of urine and licking it.,9.387931,FALSE,https://www.snopes.com/fact-check/urine-for-a-surprise/,0
30213,The color change displayed by a mixture of Drano and urine from a pregnant woman will predict the sex of the unborn child.,9.387931,FALSE,https://www.snopes.com/fact-check/drano-test/,0
22160,The government is eliminating a subsidy that helps diabetics acquire blood glucose test strips.,8.960348,MIXTURE,https://www.snopes.com/fact-check/government-eliminating-test-strip-subsidy-for-diabetics/,0
33384,"In the days when the “rabbit test” was used to determine if a woman was pregnant, the rabbit’s death was an indicator of a positive result.",8.960348,FALSE,https://www.snopes.com/fact-check/the-rabbit-test/,0
22552,Notifications from NICE about blood test results possibly indicative of cancer.,8.960348,OTHER,https://www.snopes.com/fact-check/cancer-warning-from-nice/,0
26186,"The government will temporarily interrupt all television, radio, communications, and power in the U.S. on 9 November 2011.",8.87529,MIXTURE,https://www.snopes.com/fact-check/nationwide-eas-test/,0
29404,University implements mandatory swim tests at the behest of a wealthy benefactor whose own child had drowned.,8.87529,FALSE,https://www.snopes.com/fact-check/the-swim-test/,0
27502,Job applicant who salts his food before tasting it is rejected by business tycoon.,8.87529,FALSE,https://www.snopes.com/fact-check/movers-and-salt-shakers/,0
23929,A home pregnancy test can detect testicular cancer.,8.843506,MIXTURE,https://www.snopes.com/fact-check/home-pregnancy-tests-detect-testicular-cancer/,0
22866,"Teachers have gotten into trouble over using 'The L.A. Math Test,' a piece of online humor, in the classroom.",8.415737,TRUE,https://www.snopes.com/fact-check/math-test/,0
28653,The Dalai Lama created a personality test.,8.415737,FALSE,https://www.snopes.com/fact-check/dalai-lama-personality-test/,0
