33097,A good Samaritan warns a female driver about the armed and dangerous man hiding in the back seat of her car.,FALSE,https://www.snopes.com/fact-check/the-killer-in-the-backseat/,323.1251218,0
10584,"'Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.''",FALSE,http://www.politifact.com/truth-o-meter/statements/2009/jul/10/ann-coulter/ann-coulter-wrong-about-sotomayor-unsigned-opinion/,291.589014,0
13723,"Bill Heller 'raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.'",MIXTURE,http://www.politifact.com/florida/statements/2010/oct/28/jeff-brandes/jeff-brandes-accuses-incumbent-state-rep-bill-hell/,290.1938703,0
31687,"Kevin’s lovable yet geeky sidekick in TV’s “The Wonder Years” grew up to be evil incarnate . . . er, Marilyn Manson.",FALSE,https://www.snopes.com/fact-check/wondering-about-marilyn/,285.50102810000004,0
32812,A policeman stalks a young girl on the Internet to show her how easily even the most innocuous information can be used to find someone in real life.,FALSE,https://www.snopes.com/fact-check/shannons-friend/,283.8161733,0
29777,"A middle-aged man becomes wedged in a cat door when he loses his house keys and tries to wriggle his way inside his home through the pet’s entrance. His cries for help attract a gang of students who pull down his pants, paint his derriere blue, stick a daffodil in it, then erect a sign declaring the spectacle to be an example of street art. The man remains stuck in the cat door for two days while unquestioning passersby ignore his pleas for assistance and throw coins at him instead.",FALSE,https://www.snopes.com/fact-check/in-and-out-burgher/,281.4478355,0
25167,"A policeman promised a waitress half the winnings from his lottery ticket. All the numbers came up, and he kept his word by sharing the jackpot with her.",TRUE,https://www.snopes.com/fact-check/it-could-happen-to-you/,280.3772851,0
6530,Obama thinks the national anthem should be 'I'd Like to Teach the World to Sing.',FALSE,http://www.politifact.com/truth-o-meter/statements/2008/apr/30/chain-email/obama-e-mail-its-not-the-real-thing/,279.6356781,0
24831,The nursery rhyme ‘Sing a Song of Sixpence’ originated as a coded message used to recruit crew members for pirate ships.,OTHER,https://www.snopes.com/fact-check/pirates-sing-song-sixpence/,279.20540560000006,0
5034,"Says state Sen. Steve Ogden was the 'driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against' gun freedoms.",FALSE,http://www.politifact.com/texas/statements/2010/feb/17/ben-bius/ben-bius-says-sen-ogden-was-force-behind-hurtful-b/,274.4681093,0
11574,President Obama has 'stopped using the phrase 'war on terror.' ',TRUE,http://www.politifact.com/truth-o-meter/statements/2011/apr/13/tim-pawlenty/tim-pawlenty-says-obama-has-stopped-using-phrase-w/,273.7778128,0
2641,‘Over 11 Million Americans Are Paying More Than Half Of Their Income On Rent’,OTHER,https://checkyourfact.com/2018/07/31/fact-check-11-million-half-income-rent/,272.8725412,0
20756,"Says President Barack Obama promised he would cut the deficit in half, but instead will at least double it.",MIXTURE,http://www.politifact.com/truth-o-meter/statements/2011/jun/24/tim-pawlenty/pawlenty-says-obama-going-break-promise-deficit-an/,272.8435311,0
