8545,'The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.',48.923523,TRUE,http://www.politifact.com/truth-o-meter/statements/2015/may/01/marco-rubio/iran-united-states-disagree-nuclear-deal-framework/,0
17523,Says Donald Trump has outlined 'policies that read like a Kremlin wish list.',45.36752,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2016/sep/22/michael-morell/experts-say-donald-trumps-policies-dovetail-what-v/,0
17413,Rev. Wright said 'that al-Qaida and the American flag were the same flags.',43.005142,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2008/apr/30/john-mccain/to-score-a-point-mccain-misses-the-point/,0
30308,"A photograph shows Russia's president, Vladimir Putin, surrounded by other world leaders.",42.00097,FALSE,https://www.snopes.com/fact-check/putin-surrounded-g20/,0
3179,Two-thirds of millennials 'don't know what Auschwitz is.',41.315826,OTHER,https://www.truthorfiction.com/do-two-thirds-of-millennials-not-know-what-auschwitz-is/,0
32334,"British police found Russian president Vladimir Putin's passport at the scene of a chemical attack on former Russian spy Sergei Skripal in Salisbury, England.",41.19105,FALSE,https://www.snopes.com/fact-check/putin-passport-salisbury-poison-attack/,0
6161,"'There are statistics out there that show the number of women who died from illegal abortions prior to Roe v. Wade, that number has skyrocketed since with women dying more with legal abortions.'",40.21533,FALSE,http://www.politifact.com/missouri/statements/2019/apr/25/nick-schroer/nick-schroer-wrong-more-women-have-died-legal-abor/,0
33393,Terrorists are planning to strike the U.S. on 11 June 2004.,39.80493,FALSE,https://www.snopes.com/fact-check/june-11/,0
262,"Did Aristotle Say, ‘We Are What We Repeatedly Do’?",39.160885,OTHER,https://checkyourfact.com/2019/06/26/fact-check-aristotle-excellence-habit-repeatedly-do/,0
21533,President Trump lifted sanctions against Russia as a 'gift' to Putin.,38.62057,MIXTURE,https://www.snopes.com/fact-check/trump-sanctions-russias-intelligence-agency-present-putin/,0
7721,Herman Cain is a 'pro-choice candidate.',38.11539,FALSE,http://www.politifact.com/truth-o-meter/statements/2011/oct/24/iowans-some-semblance-christian-decency/herman-cain-decidedly-anti-abortion/,0
31322,"A father was faced with the horrifying choice between saving his son's life at the cost of many, or watching his son die as his inaction saves others.",38.098263,FALSE,https://www.snopes.com/fact-check/father-sacrifice-son-train-bridge/,0
13612,"'No one in Rhode Island -- not just children, no one in Rhode Island -- should eat more than one serving of freshwater fish caught in our state each month.'",37.832703,MIXTURE,http://www.politifact.com/rhode-island/statements/2012/jul/02/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-no-one-should-eat-m/,0
16845,'Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment.',37.74902,MIXTURE,http://www.politifact.com/north-carolina/statements/2018/jan/03/phil-berger/top-nc-republican-accuses-democratic-governor-halt/,0
31262,"A gown used to dress a corpse for a funeral is removed from the body and returned to the store where it was purchased. An unsuspecting customer buys the gown and wears it to a dance, where embalming fluid from the dress seeps into her pores and kills her.",37.5048,FALSE,https://www.snopes.com/fact-check/dressed-to-kill/,0
8705,'Q: What do these ‘Patriotic' Americans have in common? A: They are all Draft Dodgers.',36.861378,FALSE,http://www.politifact.com/new-jersey/statements/2013/mar/24/liberals-are-cool/liberal-group-claims-mitt-romney-dick-cheney-donal/,0
13453,"On immigration, what reports say President Barack Obama 'plans to do is roughly on the same scale' as what President George H.W. Bush did.",36.81908,MIXTURE,http://www.politifact.com/punditfact/statements/2014/nov/24/rachel-maddow/rachel-maddow-says-obamas-proposed-immigration-act/,0
26313,Did a holy man disguise himself as homeless in order to test the compassion of his congregation?,36.786663,MIXTURE,https://www.snopes.com/fact-check/pastor-present-2/,0
7950,"'John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.'",36.752598,TRUE,http://www.politifact.com/truth-o-meter/statements/2008/aug/13/barack-obama/mccains-on-georgias-side-so-is-obama/,0
27781,"Motorcyclist on bike that has lost its brakes gives his helmet to his girlfriend, saving her life at the cost of his own.",36.665554,FALSE,https://www.snopes.com/fact-check/saved-by-the-bell/,0
32922,Clear Channel Communications banned their American radio stations from playing specified songs in order to avoid offending listeners.,36.554028,FALSE,https://www.snopes.com/fact-check/radio-radio/,0
33279,Movie critic Gene Siskel’s will specified that he be buried with his thumb pointing up.,36.47809,FALSE,https://www.snopes.com/fact-check/gene-siskel/,0
14327,Says Hillary Clinton 'went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.',36.314533,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2016/oct/06/tim-kaine/tim-kaine-overstates-clintons-record-cutting-russi/,0
16072,"'The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That’s a big difference. … Are you forgetting what you said two minutes ago?'",36.22133,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2019/sep/13/julian-castro/julian-castro-attack-joe-bidens-health-plan-falls-/,0
