3,72,Jérôme Cahuzac continue de toucher ses indemnités de ministre,10.248999,OTHER,https://factuel.afp.com/non-jerome-cahuzac-ne-touche-plus-dindemnites-de-ministre-et-ce-depuis-2013
3,28946,An inattentive janitor caused several deaths in a hospital when he disconnected patients' life support systems to plug in a floor polisher.,9.282808,FALSE,https://www.snopes.com/fact-check/polished-off/
3,30355,Harry Potter author J.K. Rowling exacted revenge on a Twitter critic by monitoring his finances for two years and then buying his home.,9.208239,FALSE,https://www.snopes.com/fact-check/jk-rowling-house-troll/
3,30961,"Kristen Bell is the most tattooed actress in Hollywood, with more than 200 facial and body tattoos.",8.913805,FALSE,https://www.snopes.com/fact-check/a-body-of-lies/
3,6364,People are attaching HIV-infected needles to gas station pump handles.,8.637615,FALSE,http://www.politifact.com/facebook-fact-checks/statements/2019/jun/24/facebook-posts/no-those-posts-about-infected-needles-being-hidden/
3,9759,Kirk 'Cox joined special interests to deny teachers raises.',8.637615,FALSE,http://www.politifact.com/virginia/statements/2019/sep/24/sheila-bynum-coleman/contrary-bynum-coleman-cox-has-steadily-backed-tea/
3,6183,'Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.',8.569431,TRUE,http://www.politifact.com/new-jersey/statements/2013/jul/28/rush-holt/rush-holt-warns-millions-will-die-climate-change-g/
3,13236,"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.",8.569431,MIXTURE,http://www.politifact.com/punditfact/statements/2016/jul/26/funny-or-die/fact-checking-funny-or-die-video-about-trump-brand/
3,10112,Says Oregon’s political tax credit is something 'every state should have and no other state does.',8.253999,FALSE,http://www.politifact.com/oregon/statements/2013/aug/01/kari-chisholm/oregon-alone-having-political-tax-credit/
3,5710,'Anyone can die of a toothache.',7.9968886,TRUE,http://www.politifact.com/florida/statements/2016/jan/26/john-cortes/ignoring-toothache-really-could-potentially-kill-y/
3,12470,"Ohio has 'created 45,000 new manufacturing jobs since 2010. And that's due in large part to the fact that the auto rescue has helped Ohio.'",7.792551,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2012/sep/06/ted-strickland/strickland-credits-auto-rescue-ohio-manufacturing-/
3,21157,ISIS militants fed a captured man’s remains to his distraught mother.,7.792551,OTHER,https://www.snopes.com/fact-check/kurds-and-prey/
3,24792,Singer Lana Del Rey banned the American flag from her concerts because she can't stand to see it with President Trump in office.,7.68514,MIXTURE,https://www.snopes.com/fact-check/did-singer-lana-del-rey-ban-american-flags-at-her-concerts/
3,31657,Screenshots document musician Sean P. Diddy Combs' futile attempts to secure a Twitter handle from comb-seller 'Sean's Combs.',7.68514,FALSE,https://www.snopes.com/fact-check/sean-combs-twitter-handle/
3,30631,The rapper DMX (Earl Simmons) died in February 2018.,7.567345,FALSE,https://www.snopes.com/fact-check/dmx-death-hoax/
3,26021,Fast food chain Burger King is behind a ‘subservient chicken’ Internet promotion.,7.4789624,TRUE,https://www.snopes.com/fact-check/subservient-chicken/
3,6614,"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an average of 18 people die.",7.4628983,FALSE,http://www.politifact.com/new-hampshire/statements/2014/jun/06/jim-rubens/jim-rubens-says-when-armed-civilians-stop-mass-sho/
3,22411,A photograph shows two daredevils playing tennis on the wings of an airplane.,7.2835584,MIXTURE,https://www.snopes.com/fact-check/daredevils-playing-tennis-airplane/
3,3091,At least 10 Nigerians die from cancer every hour,7.2796865,OTHER,https://africacheck.org/reports/do-10-nigerians-die-from-cancer-every-hour/
3,9452,John McCain accused Barack Obama 'of letting infants die.',7.2796865,FALSE,http://www.politifact.com/truth-o-meter/statements/2008/oct/09/barack-obama/obama-ad-wrong-about-mccain-abortion-charge/
3,15550,"Says 1,000 World War II veterans die every day.",7.2796865,MIXTURE,http://www.politifact.com/texas/statements/2011/jun/13/david-dewhurst/lt-gov-david-dewhurst-says-1000-world-war-ii-veter/
3,30083,Left-handed people die younger than right-handed people.,7.2796865,FALSE,https://www.snopes.com/fact-check/left-hand-right-hand-death/
3,26389,Siblings are coincidentally killed in related automobile accidents.,7.194806,TRUE,https://www.snopes.com/fact-check/family-resemblance/
3,28456,List presents humorously bad analogies and metaphors taken from high school essays.,7.194806,FALSE,https://www.snopes.com/fact-check/why-english-teachers-die-young/
3,7168,On reauthorization of Export-Import Bank.,7.189636,OTHER,http://www.politifact.com/texas/statements/2015/may/07/rick-perry/rick-perry-flip-flops-support-export-import-bank/
3,23,“Over one in 20 children die before their fifth birthday.”,7.0683775,OTHER,https://africacheck.org/reports/does-kenya-have-one-of-the-worst-maternal-mortality-rates-in-the-world/
3,3074,Do More Americans Die From Drug Overdoses Than Car Accidents?,7.0683775,OTHER,https://checkyourfact.com/2019/02/07/fact-check-drug-overdoses-car-accidents/
3,1573,“Over one in 20 children die before their fifth birthday.”,7.0683775,TRUE,https://africacheck.org/reports/does-kenya-have-one-of-the-worst-maternal-mortality-rates-in-the-world/
3,10618,'Every day on average 500 people die from gun violence.',7.0683775,FALSE,http://www.politifact.com/truth-o-meter/statements/2019/jun/12/ilhan-omar/rep-ilhan-omars-claim-high-there-arent-500-gun-dea/
3,16280,"'We have 33,000 people a year who die from guns.'",7.0683775,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2016/oct/20/hillary-clinton/hillary-clinton-says-33000-americans-die-each-year/
3,20839,A Salvation Army official stated that homosexuals 'deserve to die.',7.0683775,MIXTURE,https://www.snopes.com/fact-check/salvation-army/
3,20905,Eating gum thrown on the ground causes birds to die.,7.0683775,MIXTURE,https://www.snopes.com/fact-check/gum-kills-birds/
3,32006,Sgt. Al Powell stopped a terrorist attack at Nakatomi Plaza on Christmas in 1988.,7.0567675,FALSE,https://www.snopes.com/fact-check/al-powell-nakatomi-plaza/
3,6922,The Georgia Legislature’s last day of session ends at midnight.,7.008876,FALSE,http://www.politifact.com/georgia/statements/2015/apr/10/david-ralston/session-isnt-over-until-fat-gavel-bangs/
3,23372,A photograph shows Brexit Party leader Nigel Farage with National Front Leader Martin Webster in 1979.,7.008876,OTHER,https://www.snopes.com/fact-check/nigel-farage-martin-webster-photo/
3,11098,'The founders of New Hampshire came up with the motto Live Free or Die.',6.9829426,FALSE,http://www.politifact.com/new-hampshire/statements/2015/apr/10/rand-paul/liberty-themed-speech-rand-paul-attributed-nh-mott/
3,30747,Video shows Jeff Gordon pranking a car salesman with a wild test drive.,6.9218616,FALSE,https://www.snopes.com/fact-check/uneasy-rider/
3,843,"Did 10,000 People Die Because Of Social Security Disability Wait Times?",6.8689885,OTHER,https://checkyourfact.com/2018/01/12/fact-check-did-10000-people-die-because-of-social-security-disability-wait-times/
3,7186,'More children die in agricultural jobs than in any other industry.',6.8689885,TRUE,http://www.politifact.com/georgia/statements/2012/apr/04/rashad-taylor/federal-stats-back-labor-deaths-claim/
3,10161,'Oprah tells Fox News host ‘all white people have to die.’',6.8689885,FALSE,http://www.politifact.com/punditfact/statements/2018/jan/16/americannewscom/oprahs-comments-about-race-2013-bbc-interview-dist/
3,13947,"About 750,000 people die in China each year from auto emissions.",6.8689885,MIXTURE,http://www.politifact.com/truth-o-meter/statements/2009/oct/08/nancy-pelosi/car-pollution-china-doesnt-cause-many-deaths-nany-/
3,21989,More people die annually from falling coconuts than from shark attacks.,6.8689885,OTHER,https://www.snopes.com/fact-check/coconuts-kill-more-sharks/
3,32986,Doctors let die those patients who’ve indicated they’ll donate their organs.,6.8689885,FALSE,https://www.snopes.com/fact-check/donor-demised/
3,23016,The simultaneous death of infant twins in Turkey in 2002 was connected to their having recently received vaccinations.,6.8572264,OTHER,https://www.snopes.com/fact-check/infant-twins-die-simultaneously-vaccines/
3,29847,Musician Ringo Starr admitted that Paul McCartney passed away in 1966 and was replaced by a lookalike.,6.8572264,FALSE,https://www.snopes.com/fact-check/paul-is-dead/
3,2597,Does an African child die from malaria every 30 seconds? | Africa Check,6.6805415,OTHER,https://africacheck.org/reports/does-an-african-child-die-from-malaria-every-30-seconds/
3,6093,'More people now die in Wisconsin from drug overdoses than car crashes.',6.6805415,TRUE,http://www.politifact.com/wisconsin/statements/2016/jul/08/brad-schimel/do-more-people-die-wisconsin-overdoses-car-crashes/
3,6681,"Statistically, law-enforcement officers die 10 years earlier than the general population.",6.6805415,FALSE,http://www.politifact.com/rhode-island/statements/2011/aug/14/robert-barber/retired-police-captain-says-law-enforcement-office/
3,18092,"'Every day, four North Carolinians die from a medication or drug overdose.'",6.6805415,MIXTURE,http://www.politifact.com/north-carolina/statements/2017/apr/13/greg-murphy/how-many-people-die-every-day-drug-overdoses-north/
3,23173,Dogs die after eating children’s stuffed toys that contain flame-retardant materials.,6.6805415,MIXTURE,https://www.snopes.com/fact-check/chewed-out/
3,24688,"In November 2017, Pope Francis called for the right to marry for Catholic priests.",6.673317,MIXTURE,https://www.snopes.com/fact-check/pope-francis-married-priests/
3,23447,A baby died at an unnamed medical facility because its parents refused to allow a black nurse to care for the child.,6.549905,OTHER,https://www.snopes.com/fact-check/fiercefemtivist-nurse-racist-parents/
3,33620,A stuntman was killed during the filming of the chariot race scene in the 1959 version of 'Ben-Hur' and that his death was left in the final cut.,6.549905,FALSE,https://www.snopes.com/fact-check/stuntman-death-in-ben-hur/
